pdf,page,text,bbox,font_size,bold,label
file02.pdf,7,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,7,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,7,"That said, each extension level exam focuses on the learning objectives defined in that extension","[70, 108, 543, 119]",9.960000038146973,False,body
file02.pdf,7,"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each","[70, 120, 543, 131]",9.960000038146973,False,body
file02.pdf,7,chapter within each particular extension syllabus,"[70, 131, 290, 142]",9.960000038146973,False,body
file02.pdf,7,2.4 Entry Requirements,"[70, 156, 225, 172]",14.039999961853027,False,H2
file02.pdf,7,"To be able to participate in a Foundation Level Extension – Agile Tester exam, candidates must have","[70, 179, 543, 192]",9.960000038146973,False,body
file02.pdf,7,obtained the ISTQB Foundation Level certificate,"[70, 192, 289, 203]",9.960000038146973,False,body
file02.pdf,7,2.5 Structure and Course Duration,"[70, 217, 291, 232]",14.039999961853027,False,H2
file02.pdf,7,The Foundation Level Extension – Agile Tester syllabus has no shared or common elements with the,"[70, 239, 543, 252]",9.960000038146973,False,body
file02.pdf,7,Foundation Level syllabus,"[70, 252, 192, 263]",9.960000038146973,False,body
file02.pdf,7,The syllabi must be taught in the following minimum number of days,"[70, 275, 377, 286]",9.960000038146973,False,body
file02.pdf,7,Syllabus,"[212, 301, 256, 312]",9.960000038146973,True,body
file02.pdf,7,Days,"[368, 301, 395, 312]",9.960000038146973,True,body
file02.pdf,7,Baseline: Foundation,"[212, 319, 308, 330]",9.960000038146973,False,body
file02.pdf,7,3,"[377, 319, 385, 330]",9.960000038146973,False,body
file02.pdf,7,Extension: Agile Tester,"[212, 337, 317, 348]",9.960000038146973,False,body
file02.pdf,7,2,"[377, 337, 385, 348]",9.960000038146973,False,body
file02.pdf,7,The following figure shows the structure of the Agile Tester Extension and its relationship to the,"[70, 367, 543, 378]",9.960000038146973,False,body
file02.pdf,7,Foundation Level,"[70, 378, 153, 389]",9.960000038146973,False,body
file02.pdf,7,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,7,Page 8 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,7,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,7,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,8,Qualifications Board,"[430, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,8,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,8,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,8,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,8,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,8,2.6 Keeping It Current,"[70, 133, 215, 149]",14.039999961853027,False,H2
file02.pdf,8,The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,"[70, 157, 543, 168]",9.960000038146973,False,body
file02.pdf,8,"access to relevant and current information, the ISTQB working groups have created links on the","[70, 168, 543, 180]",9.960000038146973,False,body
file02.pdf,8,"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences","[70, 180, 543, 191]",9.960000038146973,False,body
file02.pdf,8,in the industry. This information is not examinable under this syllabus,"[70, 192, 384, 203]",9.960000038146973,False,body
file02.pdf,8,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,8,Page 9 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,8,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,8,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,9,Qualifications Board,"[430, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,9,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,9,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,9,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,9,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,9,3. Overview of the Foundation Level Extension – Agile Tester,"[70, 117, 541, 138]",15.960000038146973,True,body
file02.pdf,9,Syllabus,"[106, 138, 176, 156]",15.960000038146973,True,body
file02.pdf,9,3.1 Business Outcomes,"[70, 187, 226, 203]",14.039999961853027,False,H2
file02.pdf,9,This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,"[70, 211, 543, 222]",9.960000038146973,False,body
file02.pdf,9,Extension – Agile Tester certification,"[70, 221, 238, 234]",9.960000038146973,False,body
file02.pdf,9,An Agile Tester can…,"[70, 244, 170, 257]",9.960000038146973,False,body
file02.pdf,9,AFM1,"[107, 268, 137, 280]",9.960000038146973,False,body
file02.pdf,9,Collaborate in a cross-functional Agile team being familiar with principles and basic,"[145, 268, 514, 280]",9.960000038146973,False,body
file02.pdf,9,practices of Agile software development,"[145, 280, 327, 291]",9.960000038146973,False,body
file02.pdf,9,AFM2,"[107, 303, 137, 314]",9.960000038146973,False,body
file02.pdf,9,Adapt existing testing experience and knowledge to Agile values and principles,"[145, 303, 500, 314]",9.960000038146973,False,body
file02.pdf,9,AFM3,"[107, 328, 137, 339]",9.960000038146973,False,body
file02.pdf,9,Support the Agile team in planning test-related activities,"[145, 328, 397, 339]",9.960000038146973,False,body
file02.pdf,9,AFM4,"[107, 353, 137, 364]",9.960000038146973,False,body
file02.pdf,9,Apply relevant methods and techniques for testing in an Agile project,"[145, 353, 455, 364]",9.960000038146973,False,body
file02.pdf,9,AFM5,"[107, 378, 137, 389]",9.960000038146973,False,body
file02.pdf,9,Assist the Agile team in test automation activities,"[145, 378, 367, 389]",9.960000038146973,False,body
file02.pdf,9,AFM6,"[107, 403, 137, 414]",9.960000038146973,False,body
file02.pdf,9,"Assist business stakeholders in defining understandable and testable user stories,","[145, 403, 510, 414]",9.960000038146973,False,body
file02.pdf,9,"scenarios, requirements and acceptance criteria as appropriate","[145, 415, 430, 426]",9.960000038146973,False,body
file02.pdf,9,AFM7,"[107, 438, 137, 449]",9.960000038146973,False,body
file02.pdf,9,Work and share information with other team members using effective communication,"[145, 438, 522, 449]",9.960000038146973,False,body
file02.pdf,9,styles and channels,"[145, 449, 238, 460]",9.960000038146973,False,body
file02.pdf,9,"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary","[70, 483, 539, 496]",9.960000038146973,False,body
file02.pdf,9,skills to working effectively within an Agile team and environment,"[70, 496, 363, 507]",9.960000038146973,False,body
file02.pdf,9,3.2 Content,"[70, 533, 150, 548]",14.039999961853027,False,H2
file02.pdf,9,Chapter 1: Agile Software Development,"[70, 556, 249, 567]",9.960000038146973,False,body
file02.pdf,9,,"[88, 567, 96, 580]",9.960000038146973,False,body
file02.pdf,9,The tester should remember the basic concept of Agile software development based on the Agile,"[106, 568, 543, 579]",9.960000038146973,False,body
file02.pdf,9,Manifesto,"[106, 580, 155, 591]",9.960000038146973,False,body
file02.pdf,9,,"[88, 590, 96, 604]",9.960000038146973,False,body
file02.pdf,9,The tester should understand the advantages of the whole-team approach and the benefits of,"[106, 592, 543, 603]",9.960000038146973,False,body
file02.pdf,9,early and frequent feedback,"[106, 603, 236, 614]",9.960000038146973,False,body
file02.pdf,9,,"[88, 614, 96, 627]",9.960000038146973,False,body
file02.pdf,9,The tester should recall Agile software development approaches,"[106, 616, 396, 627]",9.960000038146973,False,body
file02.pdf,9,,"[88, 626, 96, 640]",9.960000038146973,False,body
file02.pdf,9,The tester should be able to write testable user stories in collaboration with developers and,"[106, 628, 543, 639]",9.960000038146973,False,body
file02.pdf,9,business representatives,"[106, 639, 223, 650]",9.960000038146973,False,body
file02.pdf,9,,"[88, 650, 96, 663]",9.960000038146973,False,body
file02.pdf,9,The tester should understand how retrospectives can be used as a mechanism for process,"[106, 651, 543, 663]",9.960000038146973,False,body
file02.pdf,9,improvement in Agile projects,"[106, 663, 243, 674]",9.960000038146973,False,body
file02.pdf,9,,"[88, 674, 96, 687]",9.960000038146973,False,body
file02.pdf,9,The tester should understand the use and purpose of continuous integration,"[106, 675, 447, 686]",9.960000038146973,False,body
file02.pdf,9,,"[88, 686, 96, 699]",9.960000038146973,False,body
file02.pdf,9,"The tester should know the differences between iteration and release planning, and how a tester","[106, 687, 543, 698]",9.960000038146973,False,body
file02.pdf,9,adds value in each of these activities,"[106, 699, 275, 710]",9.960000038146973,False,body
file02.pdf,9,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,9,Page 10 of 12,"[267, 718, 331, 730]",9.960000038146973,False,body
file02.pdf,9,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,9,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,10,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,10,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,10,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,10,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,10,Qualifications,"[430, 61, 493, 72]",9.960000038146973,False,body
file02.pdf,10,Board,"[493, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,10,"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes","[70, 108, 406, 119]",9.960000038146973,False,body
file02.pdf,10,,"[88, 119, 96, 132]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to describe the differences between testing activities in Agile projects,"[106, 121, 543, 132]",9.960000038146973,False,body
file02.pdf,10,and non-Agile projects,"[106, 132, 211, 143]",9.960000038146973,False,body
file02.pdf,10,,"[88, 143, 96, 156]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to describe how development and testing activities are integrated in,"[106, 144, 543, 155]",9.960000038146973,False,body
file02.pdf,10,Agile projects,"[106, 156, 172, 167]",9.960000038146973,False,body
file02.pdf,10,,"[88, 167, 96, 180]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to describe the role of independent testing in Agile projects,"[106, 168, 487, 179]",9.960000038146973,False,body
file02.pdf,10,,"[88, 179, 96, 192]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to describe the tools and techniques used to communicate the status of,"[106, 180, 543, 191]",9.960000038146973,False,body
file02.pdf,10,"testing in an Agile project, including test progress and product quality","[106, 192, 417, 203]",9.960000038146973,False,body
file02.pdf,10,,"[88, 202, 96, 216]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to describe the process of evolving tests across multiple iterations and,"[106, 204, 543, 215]",9.960000038146973,False,body
file02.pdf,10,explain why test automation is important to manage regression risk in Agile projects,"[106, 215, 481, 226]",9.960000038146973,False,body
file02.pdf,10,,"[88, 226, 96, 239]",9.960000038146973,False,body
file02.pdf,10,"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team","[106, 228, 537, 239]",9.960000038146973,False,body
file02.pdf,10,,"[88, 238, 96, 251]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to understand the role of a tester within an Agile team,"[106, 240, 464, 251]",9.960000038146973,False,body
file02.pdf,10,"Chapter 3: Agile Testing Methods, Techniques, and Tools","[70, 263, 328, 274]",9.960000038146973,False,body
file02.pdf,10,,"[88, 273, 96, 287]",9.960000038146973,False,body
file02.pdf,10,"The tester should be able to recall the concepts of test-driven development, acceptance test","[106, 275, 541, 286]",9.960000038146973,False,body
file02.pdf,10,"driven development, and behavior-driven development","[106, 286, 353, 297]",9.960000038146973,False,body
file02.pdf,10,,"[88, 297, 96, 310]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to recall the concepts of the test pyramid,"[106, 299, 407, 310]",9.960000038146973,False,body
file02.pdf,10,,"[88, 309, 96, 323]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to summarize the testing quadrants and their relationships with testing,"[106, 311, 543, 322]",9.960000038146973,False,body
file02.pdf,10,levels and testing types,"[106, 322, 216, 333]",9.960000038146973,False,body
file02.pdf,10,,"[88, 333, 96, 346]",9.960000038146973,False,body
file02.pdf,10,"For a given Agile project, the tester should be able to work as a tester in a Scrum team","[106, 334, 494, 345]",9.960000038146973,False,body
file02.pdf,10,,"[88, 345, 96, 358]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to assess quality risks within an Agile project,"[106, 347, 424, 358]",9.960000038146973,False,body
file02.pdf,10,,"[88, 357, 96, 371]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to estimate testing effort based on iteration content and quality risks,"[106, 359, 529, 370]",9.960000038146973,False,body
file02.pdf,10,,"[88, 369, 96, 383]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to interpret relevant information to support testing activities,"[106, 371, 486, 382]",9.960000038146973,False,body
file02.pdf,10,,"[88, 382, 96, 395]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to explain to business stakeholders how to define testable acceptance,"[106, 383, 543, 394]",9.960000038146973,False,body
file02.pdf,10,criteria,"[106, 395, 142, 406]",9.960000038146973,False,body
file02.pdf,10,,"[88, 405, 96, 419]",9.960000038146973,False,body
file02.pdf,10,"Given a user story, the tester should be able to write acceptance test-driven development test","[106, 407, 543, 418]",9.960000038146973,False,body
file02.pdf,10,cases,"[106, 418, 138, 429]",9.960000038146973,False,body
file02.pdf,10,,"[88, 429, 96, 442]",9.960000038146973,False,body
file02.pdf,10,"For both functional and non-functional behavior, the tester should be able to write test cases using","[106, 431, 543, 442]",9.960000038146973,False,body
file02.pdf,10,black box test design techniques based on given user stories,"[106, 442, 382, 453]",9.960000038146973,False,body
file02.pdf,10,,"[88, 453, 96, 466]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to perform exploratory testing to support the testing of an Agile project,"[106, 454, 536, 465]",9.960000038146973,False,body
file02.pdf,10,,"[88, 465, 96, 478]",9.960000038146973,False,body
file02.pdf,10,The tester should be able to recall different tools available to testers according to their purpose,"[106, 466, 543, 477]",9.960000038146973,False,body
file02.pdf,10,and to activities in Agile projects,"[106, 478, 254, 489]",9.960000038146973,False,body
file02.pdf,10,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,10,Page 11 of 12,"[267, 718, 331, 730]",9.960000038146973,False,body
file02.pdf,10,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,10,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,11,Qualifications Board,"[430, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,11,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,11,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,11,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,11,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,11,4. References,"[70, 122, 184, 140]",15.960000038146973,True,H1
file02.pdf,11,4.1 Trademarks,"[70, 171, 176, 187]",14.039999961853027,False,H2
file02.pdf,11,The following registered trademarks and service marks are used in this document,"[70, 194, 436, 205]",9.960000038146973,False,body
file02.pdf,11,ISTQB ® is a registered trademark of the International Software Testing Qualifications Board,"[70, 219, 477, 232]",9.960000038146973,False,body
file02.pdf,11,4.2 Documents and Web Sites,"[70, 257, 267, 273]",14.039999961853027,False,H2
file02.pdf,11,Identifier,"[76, 280, 121, 291]",9.960000038146973,True,body
file02.pdf,11,Reference,"[193, 280, 244, 291]",9.960000038146973,True,body
file02.pdf,11,[ISTQB-Web],"[76, 295, 138, 306]",9.960000038146973,False,body
file02.pdf,11,Web site of the International Software Testing Qualifications Board. Refer,"[193, 295, 520, 306]",9.960000038146973,False,body
file02.pdf,11,to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),"[193, 306, 518, 318]",9.960000038146973,False,body
file02.pdf,11,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,11,Page 12 of 12,"[267, 718, 331, 730]",9.960000038146973,False,body
file02.pdf,11,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,11,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file03.pdf,0,Ontario’s Libraries,"[95, 72, 238, 94]",15.960000038146973,False,body
file03.pdf,0,Working Together,"[95, 94, 235, 117]",15.960000038146973,False,body
file03.pdf,0,RFP: R,"[90, 156, 193, 201]",32.040000915527344,False,body
file03.pdf,0,RFP: R,"[90, 156, 193, 201]",32.040000915527344,False,body
file03.pdf,0,RFP: R,"[90, 156, 193, 201]",32.040000915527344,False,body
file03.pdf,0,RFP: Request f,"[90, 156, 316, 201]",32.040000915527344,False,body
file03.pdf,0,quest f,"[209, 156, 316, 201]",32.040000915527344,False,body
file03.pdf,0,quest f,"[209, 156, 316, 201]",32.040000915527344,False,body
file03.pdf,0,quest for Pr,"[209, 156, 387, 201]",32.040000915527344,False,body
file03.pdf,0,r Pr,"[332, 156, 387, 201]",32.040000915527344,False,body
file03.pdf,0,r Pr,"[332, 156, 387, 201]",32.040000915527344,False,body
file03.pdf,0,r Proposal,"[332, 156, 489, 201]",32.040000915527344,False,body
file03.pdf,0,oposal,"[385, 156, 497, 201]",32.040000915527344,False,body
file03.pdf,0,oposal,"[385, 156, 489, 201]",32.040000915527344,False,body
file03.pdf,0,oposal,"[385, 156, 489, 201]",32.040000915527344,False,body
file03.pdf,0,To Present a Proposal for Developing,"[131, 248, 482, 275]",24.0,False,body
file03.pdf,0,the Business Plan for the Ontario,"[131, 276, 440, 302]",24.0,False,body
file03.pdf,0,Digital Library,"[131, 303, 262, 330]",24.0,False,body
file03.pdf,0,"March 21, 2003","[238, 342, 379, 364]",20.040000915527344,False,body
file03.pdf,0,"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that","[91, 694, 541, 708]",9.960000038146973,False,body
file03.pdf,0,all Ontario citizens have access to the knowledge and learning supports needed to be life-long,"[91, 708, 512, 722]",9.960000038146973,False,body
file03.pdf,0,learners and effective contributors towards Ontario’s prosperity,"[91, 722, 389, 735]",9.960000038146973,False,body
file03.pdf,1,Ontario’s Digital Library,"[90, 88, 320, 116]",20.040000915527344,False,H1
file03.pdf,1,A Critical Component for Implementing Ontario’s Road Map to,"[90, 120, 484, 138]",15.960000038146973,False,body
file03.pdf,1,Prosperity Strategy,"[90, 138, 214, 156]",15.960000038146973,False,body
file03.pdf,1,Summary,"[96, 195, 158, 212]",12.0,False,H2
file03.pdf,1,The purpose of this Request for Proposal ( RFP ) is to invite firms and/or consultants to,"[96, 228, 525, 240]",11.039999961853027,True,body
file03.pdf,1,present a proposal for developing the business plan for the Ontario Digital Library (ODL),"[96, 241, 525, 253]",11.039999961853027,True,body
file03.pdf,1,The ODL will deliver high-quality library electronic content to all Ontario residents in order to,"[96, 253, 525, 266]",11.039999961853027,False,body
file03.pdf,1,"assist people as they learn, work, and enhance their quality of life. The business plan to be","[96, 266, 525, 278]",11.039999961853027,False,body
file03.pdf,1,developed is to document and clearly communicate,"[96, 279, 339, 291]",11.039999961853027,False,body
file03.pdf,1,"how the ODL will be implemented, including the timeline","[132, 303, 394, 316]",11.039999961853027,False,body
file03.pdf,1,the financial plan for the implementation,"[132, 316, 319, 328]",11.039999961853027,False,body
file03.pdf,1,"the financial plan for the first 2 operating years, including capital and operating costs,","[132, 329, 525, 341]",11.039999961853027,False,body
file03.pdf,1,"revenues, etc","[132, 341, 201, 354]",11.039999961853027,False,body
file03.pdf,1,a financial forecast for the succeeding 2 operating years,"[132, 354, 393, 366]",11.039999961853027,False,body
file03.pdf,1,the services and products to be delivered by the ODL,"[132, 367, 381, 379]",11.039999961853027,False,body
file03.pdf,1,how the ODL will operate and be managed following the implementation,"[132, 379, 468, 392]",11.039999961853027,False,body
file03.pdf,1,"who will be involved, and what their role/responsibility will be, for both the","[132, 392, 525, 404]",11.039999961853027,False,body
file03.pdf,1,implementation and operational stages,"[132, 405, 315, 417]",11.039999961853027,False,body
file03.pdf,1,the marketing and communications plan for the ODL,"[132, 417, 377, 429]",11.039999961853027,False,body
file03.pdf,1,This business plan must be completed and approved by the ODL Steering Committee no,"[96, 442, 525, 455]",11.039999961853027,False,body
file03.pdf,1,"later than September 30, 2003","[96, 455, 240, 467]",11.039999961853027,False,body
file03.pdf,1,Timeline,"[96, 480, 141, 492]",11.039999961853027,False,H3
file03.pdf,1,Those firms/consultants intended to submit a proposal to this RFP must indicate their,"[96, 504, 525, 517]",11.039999961853027,False,body
file03.pdf,1,intention to do so in an e-mail to Michael Ridley ( mridley@uoguelph.ca ) by April 11 th,"[96, 516, 493, 529]",11.039999961853027,True,body
file03.pdf,1,"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore","[96, 542, 426, 554]",11.039999961853027,False,body
file03.pdf,1,"( lmoore@accessola.com ), Executive Director, The Ontario Library Association, 100 Lombard","[96, 554, 522, 567]",11.039999961853027,False,body
file03.pdf,1,"St., Suite 303, Toronto, ON M5C 1M3. Proposals must be received by Noon on Monday,","[96, 567, 506, 579]",11.039999961853027,True,body
file03.pdf,1,"April 21, 2003","[96, 580, 169, 592]",11.039999961853027,True,body
file03.pdf,1,Those proposals that are short-listed will be invited to discuss their proposal during the week,"[96, 604, 524, 617]",11.039999961853027,False,body
file03.pdf,1,"of April 28, 2003 . No presentation will be expected. Firms or consultants invited to an","[96, 617, 525, 629]",11.039999961853027,True,body
file03.pdf,1,interview will be expected to discuss the project and their approach with the selection,"[96, 630, 525, 642]",11.039999961853027,False,body
file03.pdf,1,committee,"[96, 642, 150, 655]",11.039999961853027,False,body
file03.pdf,1,"Contracts with the firm/consultant will be signed the week of May 5, 2003 with the work to","[96, 667, 525, 679]",11.039999961853027,True,body
file03.pdf,1,commence as soon as possible thereafter,"[96, 680, 295, 692]",11.039999961853027,False,body
file03.pdf,1,RFP: To Develop the Ontario Digital Library Business Plan,"[90, 734, 284, 742]",7.559999942779541,True,body
file03.pdf,1,March 2003,"[296, 734, 340, 742]",7.559999942779541,True,body
file03.pdf,1,2,"[516, 730, 524, 743]",9.0,False,body
file03.pdf,2,Please note that we reserve the right not to select any of the submitted proposals and may,"[96, 72, 525, 84]",11.039999961853027,False,body
file03.pdf,2,seek further response to these Terms of Reference,"[96, 84, 338, 97]",11.039999961853027,False,body
file03.pdf,2,"If you require further information or have any questions, please contact Michael Ridley by e","[96, 109, 522, 121]",11.039999961853027,False,body
file03.pdf,2,mail ( mridley@uoguelph.ca ) only by 3:00 p.m. on Friday April 18th . All questions and,"[96, 122, 525, 134]",11.039999961853027,True,body
file03.pdf,2,responses will be shared with those who have indicated that they will be submitting a,"[96, 134, 525, 147]",11.039999961853027,False,body
file03.pdf,2,"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael","[96, 147, 525, 159]",11.039999961853027,False,body
file03.pdf,2,Ridley by April 11 th that they will be submitting a proposal will not receive any further,"[96, 158, 524, 172]",11.039999961853027,False,body
file03.pdf,2,information or question responses,"[96, 172, 259, 185]",11.039999961853027,False,body
file03.pdf,2,Background,"[96, 206, 174, 223]",12.0,False,H2
file03.pdf,2,"First, some background on the ODL. For the last two years the Ontario Library Association","[90, 239, 525, 251]",11.039999961853027,False,body
file03.pdf,2,"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario","[90, 251, 525, 264]",11.039999961853027,False,body
file03.pdf,2,"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,","[90, 264, 525, 276]",11.039999961853027,False,body
file03.pdf,2,"college, and school libraries, as well as Ontario government ministries","[90, 277, 418, 289]",11.039999961853027,False,body
file03.pdf,2,Libraries that serve very different clientele recognize that by working together they can create,"[90, 301, 525, 313]",11.039999961853027,False,body
file03.pdf,2,"seamless access to quality electronic library services. Through the ODL, students will be","[90, 314, 525, 326]",11.039999961853027,False,body
file03.pdf,2,"able to explore a topic at school, use the same child-safe resources after school (either at","[90, 326, 525, 339]",11.039999961853027,False,body
file03.pdf,2,"home or at a public library), enter college or university with a knowledge of how to use","[90, 339, 525, 351]",11.039999961853027,False,body
file03.pdf,2,"electronic resources that are still available and then, after graduation, continue to use these","[90, 352, 525, 364]",11.039999961853027,False,body
file03.pdf,2,skills and resources at work or at home,"[90, 364, 276, 377]",11.039999961853027,False,body
file03.pdf,2,We are moving into a period of convergence. With convergence we no longer have to license,"[90, 389, 525, 401]",11.039999961853027,False,body
file03.pdf,2,commercial products as individual libraries or institutions. We can work together to spend our,"[90, 402, 525, 414]",11.039999961853027,False,body
file03.pdf,2,money wisely. The provincial government has made this possible by working hard to provide,"[90, 414, 524, 427]",11.039999961853027,False,body
file03.pdf,2,"all Ontarians with a stable, high-speed communications infrastructure. While there is still a","[90, 427, 525, 439]",11.039999961853027,False,body
file03.pdf,2,"great deal of work needed to improve this infrastructure, libraries are beginning to plan how","[90, 440, 525, 452]",11.039999961853027,False,body
file03.pdf,2,best to exploit communications technology. We can reduce barriers to access and create the,"[90, 452, 525, 465]",11.039999961853027,False,body
file03.pdf,2,content infrastructure needed to support a knowledge society,"[90, 465, 377, 477]",11.039999961853027,False,body
file03.pdf,2,"The concept of an ODL is a key element in The Roadmap to Prosperity , a strategic plan to","[90, 490, 509, 502]",11.039999961853027,False,body
file03.pdf,2,envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,"[90, 502, 507, 515]",11.039999961853027,False,body
file03.pdf,2,Board. The OJIB strategic plan recommends an electronic library to “connect students to new,"[90, 515, 523, 527]",11.039999961853027,False,body
file03.pdf,2,"workplaces, new sources of information and applied learning opportunities”. The ODL will do","[90, 528, 519, 540]",11.039999961853027,False,body
file03.pdf,2,"that and much more. The ODL will connect students to electronic information, and will also","[90, 540, 512, 552]",11.039999961853027,False,body
file03.pdf,2,leverage this investment to help connect all citizens to the electronic information they need as,"[90, 553, 523, 565]",11.039999961853027,False,body
file03.pdf,2,"they make decisions, solve problems and enhance their quality of life","[90, 565, 413, 578]",11.039999961853027,False,body
file03.pdf,2,Libraries have long been a key delivery point for public services. The ODL will allow that,"[90, 591, 497, 603]",11.039999961853027,False,body
file03.pdf,2,"delivery point to move closer to citizens, into the smallest of libraries and even into living","[90, 603, 497, 616]",11.039999961853027,False,body
file03.pdf,2,rooms,"[90, 616, 125, 628]",11.039999961853027,False,body
file03.pdf,2,"Libraries have a long tradition of using a practical, consultative approach to solving problems,","[90, 641, 522, 654]",11.039999961853027,False,body
file03.pdf,2,and of learning from others. The ODL is a very practical solution to various problems,"[90, 654, 487, 666]",11.039999961853027,False,body
file03.pdf,2,Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,"[90, 679, 500, 692]",11.039999961853027,False,body
file03.pdf,2,leading edge for Ontario but several jurisdictions have forged the path with collaborative,"[90, 692, 497, 704]",11.039999961853027,False,body
file03.pdf,2,"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)","[90, 705, 520, 717]",11.039999961853027,False,body
file03.pdf,2,RFP: To Develop the Ontario Digital Library Business Plan,"[90, 734, 284, 742]",7.559999942779541,True,body
file03.pdf,2,March 2003,"[296, 734, 340, 742]",7.559999942779541,True,body
file03.pdf,2,3,"[516, 730, 524, 743]",9.0,False,body
file03.pdf,3,was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,"[90, 72, 509, 84]",11.039999961853027,False,body
file03.pdf,3,with its members to promote universal access to materials and resources in more than 250,"[90, 84, 512, 97]",11.039999961853027,False,body
file03.pdf,3,"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does","[90, 97, 509, 109]",11.039999961853027,False,body
file03.pdf,3,"not include elementary or secondary schools. However, the timeline and funding we are","[90, 110, 498, 122]",11.039999961853027,False,body
